5-MCDG_1	5-MCDG	thymine DNA glycosylase 
SNAP25_1	SNAP25	synaptosome associated protein 25 
SNAP25_2	SNAP25	synaptosome associated protein 25 
SNAP29_1	SNAP29	synaptosome associated protein 29 
SNAP91_1	SNAP91	synaptosome associated protein 91 
SNAPC1_1	SNAPC1	small nuclear RNA activating complex polypeptide 1 
SNAPC3_1	SNAPC3	small nuclear RNA activating complex polypeptide 3 
SNAPC5_1	SNAPC5	small nuclear RNA activating complex polypeptide 5 
SNAPIN_1	SNAPIN	SNAP associated protein 
SNCA_1	SNCA	synuclein alpha 
SNCB_1	SNCB	synuclein beta 
SNCG_1	SNCG	synuclein gamma 
SNF8_1	SNF8	SNF8, ESCRT-II complex subunit 
SNN_1	SNN	stannin 
SNRK_1	SNRK	SNF related kinase 
SNRNP25_1	SNRNP25	small nuclear ribonucleoprotein U11/U12 subunit 25 
SNRNP27_1	SNRNP27	small nuclear ribonucleoprotein U4/U6.U5 subunit 27 
SNRNP35_1	SNRNP35	small nuclear ribonucleoprotein U11/U12 subunit 35 
SNRNP40_1	SNRNP40	small nuclear ribonucleoprotein U5 subunit 40 
SNRPA1_1	SNRPA1	small nuclear ribonucleoprotein polypeptide A' 
SNRPB2_1	SNRPB2	small nuclear ribonucleoprotein polypeptide B2 
SNRPB_1	SNRPB	Small nuclear ribonucleoprotein-associated protein B' 
SNRPC_1	SNRPC	U1 small nuclear ribonucleoprotein C 
SNRPD3_1	SNRPD3	small nuclear ribonucleoprotein D3 polypeptide 
SNRPF_1	SNRPF	small nuclear ribonucleoprotein polypeptide F 
SNRPG_1	SNRPG	small nuclear ribonucleoprotein polypeptide G 
SNTB1_1	SNTB1	syntrophin beta 1 
SNTG1_1	SNTG1	syntrophin gamma 1 
SNU13_1	SNU13	small nuclear ribonucleoprotein 13 
SNUPN_1	SNUPN	snurportin 1 
SNW1_1	SNW1	SNW domain containing 1 
SNX10_1	SNX10	sorting nexin 10 
SNX11_1	SNX11	sorting nexin 11 
SNX12_1	SNX12	sorting nexin 12 
SNX14_1	SNX14	sorting nexin 14 
SNX17_1	SNX17	sorting nexin 17 
SNX1_1	SNX1	sorting nexin 1 
SNX20_1	SNX20	sorting nexin 20 
SNX24_1	SNX24	
SNX27_1	SNX27	sorting nexin family member 27 
SNX3_1	SNX3	sorting nexin 3 
SNX4_1	SNX4	sorting nexin 4 
SNX5_1	SNX5	sorting nexin 5 
SNX7_1	SNX7	sorting nexin 7 
SOCS3_1	SOCS3	suppressor of cytokine signaling 3 
SOCS4_1	SOCS4	suppressor of cytokine signaling 4 
SOD1_1	SOD1	superoxide dismutase 1 
SOD2_1	SOD2	superoxide dismutase 2 
SOD3_1	SOD3	superoxide dismutase 3 
SORCS2_1	SORCS2	sortilin related VPS10 domain containing receptor 2 
SORD_1	SORD	Sorbitol dehydrogenase 
SOSTDC1_1	SOSTDC1	Sclerostin domain-containing protein 1 
SOST_1	SOST	sclerostin 
SOX18_1	SOX18	transcription factor SOX-18 
SOX4_1	SOX4	SRY-box 4 
SOX9_1	SOX9	SRY-box 9 
SP3_1	SP3	Transcription factor Sp3 
SPACA9_1	SPACA9	sperm acrosome associated 9 
SPAG6_1	SPAG6	sperm associated antigen 6 
SPARCL1_1	SPARCL1	SPARC like 1 
SPARC_1	SPARC	secreted protein acidic and cysteine rich 
SPAST_1	SPAST	Spastin 
SPATA17_1	SPATA17	spermatogenesis associated 17 
SPATA20_1	SPATA20	spermatogenesis associated 20 
SPATA2_1	SPATA2	spermatogenesis associated 2 
SPATA4_1	SPATA4	spermatogenesis associated 4 
SPATA5L1_1	SPATA5L1	spermatogenesis associated 5 like 1 
SPATA6_1	SPATA6	spermatogenesis associated 6 
SPATS2L_1	SPATS2L	spermatogenesis associated serine rich 2 like 
SPC22_1	SPC22	Signal peptidase complex subunit 3 
SPC25_1	SPC25	SPC25, NDC80 kinetochore complex component 
SPCS1_1	SPCS1	signal peptidase complex subunit 1 
SPCS2_1	SPCS2	signal peptidase complex subunit 2 
SPEF2_1	SPEF2	
SPG21_1	SPG21	SPG21, maspardin 
SPG7_1	SPG7	SPG7, paraplegin matrix AAA peptidase subunit 
SPHKAP_1	SPHKAP	SPHK1 interactor, AKAP domain containing 
SPI1_1	SPI1	Spi-1 proto-oncogene 
SPIRE2_1	SPIRE2	spire type actin nucleation factor 2 
SPON1_1	SPON1	Gallus gallus spondin 1, extracellular matrix protein , mRNA. 
SPON2_1	SPON2	spondin 2 
SPOP_1	SPOP	speckle type BTB/POZ protein 
SPOUT1_1	SPOUT1	SPOUT domain containing methyltransferase 1 
SPP2_1	SPP2	secreted phosphoprotein 2 
SPPL2A_1	SPPL2A	signal peptide peptidase like 2A 
SPPL2B_1	SPPL2B	signal peptide peptidase like 2B 
SPRED1_1	SPRED1	sprouty related EVH1 domain containing 1 
SPRY2_1	SPRY2	sprouty RTK signaling antagonist 2 
SPRY3_1	SPRY3	sprouty RTK signaling antagonist 3 
SPRYD7_1	SPRYD7	SPRY domain containing 7 
SPR_1	SPR	sepiapterin reductase 
SPSB4_1	SPSB4	splA/ryanodine receptor domain and SOCS box containing 4 
SPTAN1_1	SPTAN1	spectrin alpha, non-erythrocytic 1 
SPTAN1_2	SPTAN1	spectrin alpha, non-erythrocytic 1 
SPTLC1_1	SPTLC1	
SPTLC2_1	SPTLC2	serine palmitoyltransferase long chain base subunit 2 
SPTSSA_1	SPTSSA	serine palmitoyltransferase small subunit A 
SPTY2D1_1	SPTY2D1	Protein SPT2 homolog 
SQLE_1	SQLE	squalene epoxidase 
SQSTM1_1	SQSTM1	sequestosome 1 
SRA1_1	SRA1	steroid receptor RNA activator 1 
SRCIN1_1	SRCIN1	SRC kinase signaling inhibitor 1 
SRD5A3_1	SRD5A3	steroid 5 alpha-reductase 3 
SREBF1_1	SREBF1	sterol regulatory element binding transcription factor 1 
SRFBP1_1	SRFBP1	
SRF_1	SRF	serum response factor 
SRGAP3_1	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3 
SRGN_1	SRGN	serglycin 
SRI_1	SRI	sorcin 
SRL_1	SRL	sarcalumenin 
SRP14_1	SRP14	signal recognition particle 14 
SRP68_1	SRP68	signal recognition particle 68 
SRP72_1	SRP72	signal recognition particle 72 
SRP9_1	SRP9	signal recognition particle 9 
SRPK1_1	SRPK1	SRSF protein kinase 1 
SRPRA_1	SRPRA	SRP receptor alpha subunit 
SRPRB_1	SRPRB	SRP receptor beta subunit 
SRPX_1	SRPX	sushi repeat containing protein, X-linked 
SRRD_1	SRRD	SRR1 domain containing 
SRRM1_1	SRRM1	serine and arginine repetitive matrix 1 
SRSF10_1	SRSF10	serine and arginine rich splicing factor 10 
SRSF11_1	SRSF11	serine and arginine rich splicing factor 11 
SRSF1_1	SRSF1	serine and arginine rich splicing factor 1 
SRSF3_1	SRSF3	serine and arginine rich splicing factor 3 
SRSF5_1	SRSF5	serine and arginine rich splicing factor 5 
SRSF6_1	SRSF6	serine and arginine rich splicing factor 6 
SRSF7_1	SRSF7	
SS18L1_1	SS18L1	SS18L1, nBAF chromatin remodeling complex subunit 
SS18L2_1	SS18L2	SS18 like 2 
SS18_1	SS18	SS18, nBAF chromatin remodeling complex subunit 
SSBP1_1	SSBP1	single stranded DNA binding protein 1 
SSBP2_1	SSBP2	
SSBP3_1	SSBP3	Single-stranded DNA-binding protein 3 
SSBP3_2	SSBP3	Single-stranded DNA-binding protein 3 
SSFA2_1	SSFA2	sperm specific antigen 2 
SSR1_1	SSR1	signal sequence receptor subunit 1 
SSR2_1	SSR2	signal sequence receptor subunit 2 
SSR3_1	SSR3	signal sequence receptor subunit 3 
SSRP1_1	SSRP1	structure specific recognition protein 1 
SSTR1_1	SSTR1	somatostatin receptor 1 
SST_1	SST	somatostatin 
SSX2IP_1	SSX2IP	SSX family member 2 interacting protein 
ST13_1	ST13	ST13, Hsp70 interacting protein 
ST14_1	ST14	suppression of tumorigenicity 14 
ST3GAL2_1	ST3GAL2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2 
ST3GAL6_1	ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6 
ST3GAL6_2	ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6 
ST3GAL6_3	ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6 
ST6GAL1_1	ST6GAL1	ST6 beta-galactoside alpha-2,6-sialyltransferase 1 
ST6GAL2_1	ST6GAL2	ST6 beta-galactoside alpha-2,6-sialyltransferase 2 
ST6GALNAC1_1	ST6GALNAC1	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1 
ST6GALNAC2_1	ST6GALNAC2	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2 
ST7L_1	ST7L	suppression of tumorigenicity 7 like 
ST7_1	ST7	Suppressor of tumorigenicity 7 protein homolog 
ST8SIA4_1	ST8SIA4	
STARD3NL_1	STARD3NL	STARD3 N-terminal like 
STARD3_1	STARD3	StAR related lipid transfer domain containing 3 
STARD4_1	STARD4	
STARD5_1	STARD5	StAR related lipid transfer domain containing 5 
STARD8_1	STARD8	StAR related lipid transfer domain containing 8 
STAT1_1	STAT1	signal transducer and activator of transcription 1 
STAT3_1	STAT3	signal transducer and activator of transcription 3 
STAT4_1	STAT4	signal transducer and activator of transcription 4 
STAU1_1	STAU1	staufen double-stranded RNA binding protein 1 
STAU2_1	STAU2	staufen double-stranded RNA binding protein 2 
STEAP3_1	STEAP3	STEAP3 metalloreductase 
STIM1_1	STIM1	stromal interaction molecule 1 
STIM2_1	STIM2	stromal interaction molecule 2 
STK10_1	STK10	Serine/threonine-protein kinase 10 
STK11IP_1	STK11IP	serine/threonine kinase 11 interacting protein 
STK11_1	STK11	Serine/threonine-protein kinase STK11 
STK16_1	STK16	serine/threonine kinase 16 
STK17A_1	STK17A	serine/threonine kinase 17a 
STK17B_1	STK17B	serine/threonine kinase 17b 
STK24_1	STK24	serine/threonine kinase 24 
STK25_1	STK25	serine/threonine-protein kinase 25 
STK38L_1	STK38L	serine/threonine kinase 38 like 
STK3_1	STK3	serine/threonine kinase 3 
STK40_1	STK40	serine/threonine kinase 40 
STK4_1	STK4	serine/threonine kinase 4 
STMN2_1	STMN2	Stathmin-2 
STMN3_1	STMN3	stathmin 3 
STMN4_1	STMN4	stathmin 4 
STMP1_1	STMP1	short transmembrane mitochondrial protein 1 
STN1_1	STN1	STN1, CST complex subunit 
STOML1_1	STOML1	stomatin like 1 
STOM_1	STOM	stomatin 
STRA6_1	STRA6	stimulated by retinoic acid 6 
STRA6_2	STRA6	stimulated by retinoic acid 6 
STRADA_1	STRADA	STE20-related kinase adapter protein alpha 
STRADB_1	STRADB	STE20-related kinase adaptor beta 
STRIP1_1	STRIP1	striatin interacting protein 1 
STRN_1	STRN	striatin 
STT3A_1	STT3A	STT3A, catalytic subunit of the oligosaccharyltransferase complex 
STT3A_2	STT3A	STT3A, catalytic subunit of the oligosaccharyltransferase complex 
STT3B_1	STT3B	STT3B, catalytic subunit of the oligosaccharyltransferase complex 
STUB1_1	STUB1	STIP1 homology and U box-containing protein 1 
STX12_1	STX12	syntaxin 12 
STX17_1	STX17	syntaxin 17 
STX18_1	STX18	syntaxin 18 
STX1A_1	STX1A	syntaxin 1A 
STX2_1	STX2	syntaxin 2 
STX6_1	STX6	syntaxin 6 
STX7_1	STX7	syntaxin 7 
STX8_1	STX8	syntaxin 8 
STXBP3_1	STXBP3	syntaxin binding protein 3 
SUCLA2_1	SUCLA2	succinate-CoA ligase ADP-forming beta subunit 
SUCLG1_1	SUCLG1	succinate-CoA ligase alpha subunit 
SUCLG2_1	SUCLG2	succinate-CoA ligase GDP-forming beta subunit 
SUDS3_1	SUDS3	SDS3 homolog, SIN3A corepressor complex component 
SUGP1_1	SUGP1	SURP and G-patch domain containing 1 
SUGP2_1	SUGP2	SURP and G-patch domain containing 2 
SUGT1_1	SUGT1	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone 
SULT1C3_1	SULT1C3	sulfotransferase family 1C member 3 
SULT1C3_2	SULT1C3	sulfotransferase family 1C member 3 
SULT4A1_1	SULT4A1	sulfotransferase family 4A member 1 
SUMF1_1	SUMF1	sulfatase modifying factor 1 
SUMF1_2	SUMF1	sulfatase modifying factor 1 
SUMF2_1	SUMF2	sulfatase modifying factor 2 
SUMO1_1	SUMO1	small ubiquitin-like modifier 1 
SUMO3_1	SUMO3	small ubiquitin-like modifier 3 
SUN1_1	SUN1	Sad1 and UNC84 domain containing 1 
SUPT3H_1	SUPT3H	SPT3 homolog, SAGA and STAGA complex component 
SUPT3H_2	SUPT3H	SPT3 homolog, SAGA and STAGA complex component 
SUPT4H1_1	SUPT4H1	SPT4 homolog, DSIF elongation factor subunit 
SUPT5H_1	SUPT5H	Transcription elongation factor SPT5 
SUPT6H_1	SUPT6H	SPT6 homolog, histone chaperone 
SURF1_1	SURF1	Surfeit locus protein 1 
SURF1_2	SURF1	Surfeit locus protein 1 
SURF2_1	SURF2	surfeit 2 
SURF4_1	SURF4	surfeit 4 
SURF6_1	SURF6	surfeit 6 
SUSD3_1	SUSD3	sushi domain containing 3 
SUV39H2_1	SUV39H2	suppressor of variegation 3-9 homolog 2 
SVBP_1	SVBP	small vasohibin binding protein 
SVCT2_1	SVCT2	solute carrier family 23 member 2 
SVOPL_1	SVOPL	SVOP like 
SVOP_1	SVOP	SV2 related protein 
SWAP70_1	SWAP70	switching B-cell complex subunit SWAP70 
SYAP1_1	SYAP1	Gallus gallus synapse associated protein 1 , mRNA. 
SYF2_1	SYF2	SYF2 pre-mRNA splicing factor 
SYK_1	SYK	
SYNCRIP_1	SYNCRIP	synaptotagmin binding cytoplasmic RNA interacting protein 
SYNDIG1L_1	SYNDIG1L	synapse differentiation inducing 1 like 
SYNGR1_1	SYNGR1	synaptogyrin 1 
SYNGR2_1	SYNGR2	synaptogyrin 2 
SYNGR3_1	SYNGR3	synaptogyrin 3 
SYNM_1	SYNM	synemin 
SYNM_2	SYNM	synemin 
SYPL1_1	SYPL1	synaptophysin like 1 
SYT11_1	SYT11	synaptotagmin 11 
SYT12_1	SYT12	synaptotagmin 12 
SYT13_1	SYT13	synaptotagmin 13 
SYT1_1	SYT1	Synaptotagmin-1 
SYT4_1	SYT4	
SYT8_1	SYT8	synaptotagmin 8 
SZRD1_1	SZRD1	SUZ RNA binding domain containing 1 
Six1_1	Six1	SIX homeobox 1 
TAB1_1	TAB1	TGF-beta activated kinase 1 binding protein 1 
TAB1_2	TAB1	TGF-beta activated kinase 1 binding protein 1 
TACC3_1	TACC3	transforming, acidic coiled-coil containing protein 3 
TADA1_1	TADA1	transcriptional adaptor 1 
TADA2A_1	TADA2A	transcriptional adaptor 2A 
TADA2B_1	TADA2B	transcriptional adaptor 2B 
TADA3_1	TADA3	transcriptional adaptor 3 
TAF12_1	TAF12	TATA-box binding protein associated factor 12 
TAF13_1	TAF13	TATA-box binding protein associated factor 13 
TAF15_1	TAF15	TATA-box binding protein associated factor 15 
TAF1A_1	TAF1A	TATA-box binding protein associated factor, RNA polymerase I subunit A 
TAF1B_1	TAF1B	TATA box-binding protein-associated factor RNA polymerase I subunit B 
TAF1C_1	TAF1C	
TAF2_1	TAF2	TATA-box binding protein associated factor 2 
TAF3_1	TAF3	TATA-box binding protein associated factor 3 
TAF5_1	TAF5	TATA-box binding protein associated factor 5 
TAF7_1	TAF7	TATA-box binding protein associated factor 7 
TAF8_1	TAF8	TATA-box binding protein associated factor 8 
TAGLN3_1	TAGLN3	transgelin 3 
TAGLN_1	TAGLN	transgelin 
TALDO1_1	TALDO1	transaldolase 1 
TAMM41_1	TAMM41	TAM41 mitochondrial translocator assembly and maintenance homolog 
TANGO2_1	TANGO2	transport and golgi organization 2 homolog 
TANGO2_2	TANGO2	transport and golgi organization 2 homolog 
TANK_1	TANK	TRAF family member associated NFKB activator 
TAOK1_1	TAOK1	TAO kinase 1 
TAOK3_1	TAOK3	TAO kinase 3 
TAOK3_2	TAOK3	TAO kinase 3 
TAPBP_1	TAPBP	TAP binding protein 
TAPT1_1	TAPT1	transmembrane anterior posterior transformation 1 
TAPT1_2	TAPT1	transmembrane anterior posterior transformation 1 
TARDBP_1	TARDBP	TAR DNA binding protein 
TASP1_1	TASP1	taspase 1 
TATDN1_1	TATDN1	TatD DNase domain containing 1 
TAX1BP1_1	TAX1BP1	Tax1 binding protein 1 
TAX1BP3_1	TAX1BP3	Tax1 binding protein 3 
TBC1D14_1	TBC1D14	TBC1 domain family member 14 
TBC1D15_1	TBC1D15	TBC1 domain family member 15 
TBC1D16_1	TBC1D16	TBC1 domain family member 16 
TBC1D19_1	TBC1D19	TBC1 domain family member 19 
TBC1D1_1	TBC1D1	TBC1 domain family member 1 
TBC1D1_2	TBC1D1	TBC1 domain family member 1 
TBC1D20_1	TBC1D20	TBC1 domain family member 20 
TBC1D22A_1	TBC1D22A	TBC1 domain family member 22A 
TBC1D23_1	TBC1D23	TBC1 domain family member 23 
TBC1D7_1	TBC1D7	TBC1 domain family member 7 
TBC1D8_1	TBC1D8	TBC1 domain family member 8 
TBCA_1	TBCA	
TBCCD1_1	TBCCD1	TBCC domain containing 1 
TBCD_1	TBCD	tubulin folding cofactor D 
TBCE_1	TBCE	tubulin folding cofactor E 
TBCK_1	TBCK	TBC domain-containing protein kinase-like protein 
TBL1XR1_1	TBL1XR1	transducin beta like 1 X-linked receptor 1 
TBL2_1	TBL2	transducin beta like 2 
TBL3_1	TBL3	transducin beta like 3 
TBP_1	TBP	TATA-box binding protein 
TBRG4_1	TBRG4	transforming growth factor beta regulator 4 
TBX22_1	TBX22	T-box 22 
TBX2_1	TBX2	T-box 2 
TBX4_1	TBX4	T-box 4 
TCEA1_1	TCEA1	transcription elongation factor A1 
TCEA2_1	TCEA2	transcription elongation factor A2 
TCEANC2_1	TCEANC2	transcription elongation factor A N-terminal and central domain containing 2 
TCEANC_1	TCEANC	transcription elongation factor A N-terminal and central domain containing 
TCEB1_1	TCEB1	transcription elongation factor B subunit 1 
TCEB1_2	TCEB1	transcription elongation factor B subunit 1 
TCF12_1	TCF12	transcription factor 12 
TCF12_2	TCF12	transcription factor 12 
TCF15_1	TCF15	transcription factor 15 
TCF20_1	TCF20	transcription factor 20 
TCF20_2	TCF20	transcription factor 20 
TCF21_1	TCF21	transcription factor 21 
TCF3_1	TCF3	transcription factor 3 
TCF7L2_1	TCF7L2	transcription factor 7 like 2 
TCIM_1	TCIM	transcriptional and immune response regulator 
TCP11L1_1	TCP11L1	t-complex 11 like 1 
TCP11L1_2	TCP11L1	t-complex 11 like 1 
TCP11L2_1	TCP11L2	t-complex 11 like 2 
TCP1_1	TCP1	t-complex 1 
TCTN2_1	TCTN2	tectonic family member 2 
TCTN3_1	TCTN3	tectonic family member 3 
TDP2_1	TDP2	Tyrosyl-DNA phosphodiesterase 2 
TDRD3_1	TDRD3	tudor domain containing 3 
TDRD7_1	TDRD7	
TEAD1_1	TEAD1	TEA domain transcription factor 1 
TEAD1_2	TEAD1	TEA domain transcription factor 1 
TEAD4_1	TEAD4	transcriptional enhancer factor TEF-3 isoform 2 
TECRL_1	TECRL	trans-2,3-enoyl-CoA reductase like 
TEC_1	TEC	tec protein tyrosine kinase 
TEF_1	TEF	TEF, PAR bZIP transcription factor 
TEKT1_1	TEKT1	tektin 1 
TERF1_1	TERF1	telomeric repeat binding factor 1 
TERF2IP_1	TERF2IP	TERF2 interacting protein 
TERT_1	TERT	telomerase reverse transcriptase 
TESC_1	TESC	tescalcin 
TES_1	TES	Testin 
TEX10_1	TEX10	testis expressed 10 
TEX264_1	TEX264	testis expressed 264 
TFAM_1	TFAM	transcription factor A, mitochondrial 
TFAM_2	TFAM	transcription factor A, mitochondrial 
TFAP2A_1	TFAP2A	transcription factor AP-2 alpha 
TFAP2B_1	TFAP2B	transcription factor AP-2-beta 
TFB1M_1	TFB1M	transcription factor B1, mitochondrial 
TFEB_1	TFEB	transcription factor EB 
TFG_1	TFG	TRK-fused gene 
TFIP11_1	TFIP11	tuftelin interacting protein 11 
TFPI_1	TFPI	tissue factor pathway inhibitor 
TGDS_1	TGDS	TDP-glucose 4,6-dehydratase 
TGFB3_1	TGFB3	transforming growth factor beta 3 
TGFBI_1	TGFBI	transforming growth factor beta induced 
TGFBR2_1	TGFBR2	transforming growth factor beta receptor 2 
TGFBR3_1	TGFBR3	transforming growth factor beta receptor 3 
TGIF1_1	TGIF1	TGFB induced factor homeobox 1 
TGM2_1	TGM2	protein-glutamine gamma-glutamyltransferase 2 
TGM4_1	TGM4	transglutaminase 4 
TGS1_1	TGS1	trimethylguanosine synthase 1 
THAP5_1	THAP5	THAP domain containing 5 
THBS1_1	THBS1	thrombospondin-1 precursor 
THBS4_1	THBS4	
THG1L_1	THG1L	probable tRNA guanylyltransferase 
THNSL2_1	THNSL2	threonine synthase like 2 
THOC1_1	THOC1	THO complex 1 
THOC5_1	THOC5	THO complex subunit 5 homolog 
THOC7_1	THOC7	THO complex 7 
THRAP3_1	THRAP3	thyroid hormone receptor associated protein 3 
THRAP3_2	THRAP3	thyroid hormone receptor associated protein 3 
THRA_1	THRA	thyroid hormone receptor, alpha 
THRA_2	THRA	thyroid hormone receptor, alpha 
THRB_1	THRB	thyroid hormone receptor beta 
THUMPD2_1	THUMPD2	THUMP domain containing 2 
THY1_1	THY1	Thy-1 cell surface antigen 
TIA1_1	TIA1	TIA1 cytotoxic granule associated RNA binding protein 
TIAL1_1	TIAL1	TIA1 cytotoxic granule associated RNA binding protein like 1 
TICRR_1	TICRR	TOPBP1 interacting checkpoint and replication regulator 
TIGAR_1	TIGAR	TP53 induced glycolysis regulatory phosphatase 
TIMM10_1	TIMM10	translocase of inner mitochondrial membrane 10 
TIMM13_1	TIMM13	translocase of inner mitochondrial membrane 13 
TIMM17A_1	TIMM17A	translocase of inner mitochondrial membrane 17A 
TIMM22_1	TIMM22	translocase of inner mitochondrial membrane 22 
TIMM44_1	TIMM44	translocase of inner mitochondrial membrane 44 
TIMM8A_1	TIMM8A	translocase of inner mitochondrial membrane 8A 
TIMM9_1	TIMM9	Mitochondrial import inner membrane translocase subunit Tim9 
TIMM9_2	TIMM9	Mitochondrial import inner membrane translocase subunit Tim9 
TIMMDC1_1	TIMMDC1	translocase of inner mitochondrial membrane domain containing 1 
TIMP3_1	TIMP3	Metalloproteinase inhibitor 3 
TIMP4_1	TIMP4	TIMP metallopeptidase inhibitor 4 
TINAG_1	TINAG	tubulointerstitial nephritis antigen 
TIPARP_1	TIPARP	TCDD inducible poly(ADP-ribose) polymerase 
TIPIN_1	TIPIN	TIMELESS interacting protein 
TIPRL_1	TIPRL	TOR signaling pathway regulator 
TK1_1	TK1	thymidine kinase 1 
TKFC_1	TKFC	triokinase and FMN cyclase 
TKT_1	TKT	transketolase 
TLCD1_1	TLCD1	TLC domain containing 1 
TLCD2_1	TLCD2	TLC domain containing 2 
TLDC1_1	TLDC1	TBC/LysM-associated domain containing 1 
TLK1_1	TLK1	tousled like kinase 1 
TLK1_2	TLK1	tousled like kinase 1 
TLK1_3	TLK1	tousled like kinase 1 
TLN1_1	TLN1	
TM2D1_1	TM2D1	TM2 domain containing 1 
TM2D3_1	TM2D3	TM2 domain-containing protein 3 isoform 2 
TM4SF18_1	TM4SF18	transmembrane 4 L six family member 18 
TM6SF1_1	TM6SF1	transmembrane 6 superfamily member 1 
TM9SF4_1	TM9SF4	transmembrane 9 superfamily member 4 
TMA16_1	TMA16	translation machinery associated 16 homolog 
TMC7_1	TMC7	transmembrane channel like 7 
TMCO1_1	TMCO1	transmembrane and coiled-coil domains 1 
TMCO3_1	TMCO3	transmembrane and coiled-coil domains 3 
TMED10_1	TMED10	transmembrane p24 trafficking protein 10 
TMED2_1	TMED2	transmembrane p24 trafficking protein 2 
TMED3_1	TMED3	transmembrane p24 trafficking protein 3 
TMED5_1	TMED5	transmembrane p24 trafficking protein 5 
TMEM100_1	TMEM100	transmembrane protein 100 
TMEM104_1	TMEM104	transmembrane protein 104 
TMEM104_2	TMEM104	transmembrane protein 104 
TMEM104_3	TMEM104	transmembrane protein 104 
TMEM106B_1	TMEM106B	transmembrane protein 106B 
TMEM108_1	TMEM108	transmembrane protein 108 
TMEM11_1	TMEM11	Transmembrane protein 11, mitochondrial 
TMEM123_1	TMEM123	transmembrane protein 123 
TMEM128_1	TMEM128	transmembrane protein 128 
TMEM129_1	TMEM129	transmembrane protein 129 
TMEM130_1	TMEM130	transmembrane protein 130 
TMEM131_1	TMEM131	transmembrane protein 131 
TMEM131_2	TMEM131	transmembrane protein 131 
TMEM138_1	TMEM138	transmembrane protein 138 
TMEM144_1	TMEM144	transmembrane protein 144 
TMEM150C_1	TMEM150C	transmembrane protein 150C 
TMEM150C_2	TMEM150C	transmembrane protein 150C 
TMEM159_1	TMEM159	transmembrane protein 159 
TMEM161A_1	TMEM161A	transmembrane protein 161A 
TMEM164_1	TMEM164	transmembrane protein 164 
TMEM167A_1	TMEM167A	
TMEM167B_1	TMEM167B	transmembrane protein 167B 
TMEM171_1	TMEM171	
TMEM173_1	TMEM173	transmembrane protein 173 
